514.959255, -1900.441808, 0.000000, 0.000000
514.859255, -1900.441808, 0.000000, 0.000000
514.759255, -1900.441808, 0.000000, 0.000000
514.659255, -1900.441808, 0.000000, 0.000000
514.559255, -1900.441808, 0.000000, 0.000000
514.459255, -1900.441808, 0.000000, 0.000000
514.359255, -1900.441808, 0.000000, 0.000000
514.259255, -1900.441808, 0.000000, 0.000000
514.159255, -1900.441808, 0.000000, 0.000000
514.059255, -1900.441808, 0.000000, 0.000000
513.959255, -1900.441808, 0.000000, 0.000000
513.859255, -1900.441808, 0.000000, 0.000000
513.759255, -1900.441808, 0.000000, 0.000000
513.659255, -1900.441808, 0.000000, 0.000000
513.559255, -1900.441808, 0.000000, 0.000000
513.459255, -1900.441808, 0.000000, 0.000000
513.359255, -1900.441808, 0.000000, 0.000000
513.259255, -1900.441808, 0.000000, 0.000000
513.159255, -1900.441808, 0.000000, 0.000000
513.059255, -1900.441808, 0.000000, 0.000000
512.959255, -1900.441808, 0.000000, 0.000000
512.859255, -1900.441808, 0.000000, 0.000000
512.759255, -1900.441808, 0.000000, 0.000000
512.659255, -1900.441808, 0.000000, 0.000000
512.559255, -1900.441808, 0.000000, 0.000000
512.459255, -1900.441808, 0.000000, 0.000000
512.359255, -1900.441808, 0.000000, 0.000000
512.259255, -1900.441808, 0.000000, 0.000000
512.159255, -1900.441808, 0.000000, 0.000000
512.059255, -1900.441808, 0.000000, 0.000000
511.959255, -1900.441808, 0.000000, 0.000000
511.859255, -1900.441808, 0.000000, 0.000000
511.759255, -1900.441808, 0.000000, 0.000000
511.659255, -1900.441808, 0.000000, 0.000000
511.559255, -1900.441808, 0.000000, 0.000000
511.459255, -1900.441808, 0.000000, 0.000000
511.359255, -1900.441808, 0.000000, 0.000000
511.259255, -1900.441808, 0.000000, 0.000000
511.159255, -1900.441808, 0.000000, 0.000000
511.059255, -1900.441808, 0.000000, 0.000000
510.959255, -1900.441808, 0.000000, 0.000000
510.859255, -1900.441808, 0.000000, 0.000000
510.759255, -1900.441808, 0.000000, 0.000000
510.659255, -1900.441808, 0.000000, 0.000000
510.559255, -1900.441808, 0.000000, 0.000000
510.459255, -1900.441808, 0.000000, 0.000000
510.359255, -1900.441808, 0.000000, 0.000000
510.259255, -1900.441808, 0.000000, 0.000000
510.159255, -1900.441808, 0.000000, 0.000000
510.059255, -1900.441808, 0.000000, 0.000000
509.959255, -1900.441808, 0.000000, 0.000000
509.859255, -1900.441808, 0.000000, 0.000000
509.759255, -1900.441808, 0.000000, 0.000000
509.659255, -1900.441808, 0.000000, 0.000000
509.559255, -1900.441808, 0.000000, 0.000000
509.459255, -1900.441808, 0.000000, 0.000000
509.359255, -1900.441808, 0.000000, 0.000000
509.259255, -1900.441808, 0.000000, 0.000000
509.159255, -1900.441808, 0.000000, 0.000000
509.059255, -1900.441808, 0.000000, 0.000000
508.959255, -1900.441808, 0.000000, 0.000000
508.859255, -1900.441808, 0.000000, 0.000000
508.759255, -1900.441808, 0.000000, 0.000000
508.659255, -1900.441808, 0.000000, 0.000000
508.559255, -1900.441808, 0.000000, 0.000000
508.459255, -1900.441808, 0.000000, 0.000000
508.359255, -1900.441808, 0.000000, 0.000000
508.259255, -1900.441808, 0.000000, 0.000000
508.159255, -1900.441808, 0.000000, 0.000000
508.059255, -1900.441808, 0.000000, 0.000000
507.959255, -1900.441808, 0.000000, 0.000000
507.859255, -1900.441808, 0.000000, 0.000000
