13
width=20,overlap=50,minLength=120,maxLength=240,stepSize=50,paintV=0.5
-500.403367942163130,93.718305517774354,-491.043113812663990,90.646758294710423,-519.406388617404790,99.954105804533029,-472.040093137422390,84.410958007951749,
-491.043113812663990,90.646758294710423,-471.426454184571240,85.156402400742479,-510.302982655420750,96.037254761623956,-452.166585341814480,79.765905933828947,
-471.426454184571240,85.156402400742479,-442.445167299010680,76.539822000558786,-490.597086964170780,90.856125098360749,-423.274534519411130,70.840099302940516,
-442.445167299010680,76.539822000558786,-394.469788844015800,62.082575638094966,-461.594577948145510,82.310443439433683,-375.320378194881020,56.311954199220075,
-394.469788844015800,62.082575638094966,-345.984294146035210,48.037091165587924,-413.679993344513600,67.647469442028139,-326.774089645537400,42.472197361654750,
-345.984294146035210,48.037091165587924,-297.339906135745760,33.756093552465245,-365.174397108218440,53.670912985703090,-278.149803173562530,28.122271732350075,
-297.339906135745760,33.756093552465245,-248.744793920426670,19.180698088671306,-316.496772298898750,39.501916279198390,-229.587927757273660,13.434875361938159,
-248.744793920426670,19.180698088671306,-200.694293328102080,5.179515924289149,-267.946248443832250,24.775708739741308,-181.492838804696480,-0.415494726780853,
-200.694293328102080,5.179515924289149,-151.989669700147570,-9.018544405792852,-219.895083123579040,10.776807343351368,-132.788879904670610,-14.615835824855072,
-151.989669700147570,-9.018544405792852,-113.670456529254030,-20.573130403236917,-171.138086374472580,-3.244625557520717,-94.522039854929019,-26.347049251509052,
-113.670456529254030,-20.573130403236917,-60.423272256428653,-36.434333736788460,-132.838136721284200,-14.863486276318518,-41.255592064398471,-42.143977863706858,
-60.423272256428653,-36.434333736788460,-31.948328006839805,-47.409155450251887,-79.085146872860705,-29.241668319812000,-13.286453390407754,-54.601820867228348,
-31.948328006839805,-47.409155450251887,-500.403367942163130,93.718305517774354,-12.798463911333545,-53.178271944450977,-519.553232037669430,99.487422011973450,
